stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
25,45,-0.0872665,0.698132,-0.174533,-0.174533,-0.0987168,0.679846,-0.138632,-0.189469,1.14503,0.511992,-0.538515,0.224036
