stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.179416,-0.172511,-0.280207,0.582683,-0.146505,-0.0606489,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687727,0.17936,-0.172541,-0.280207,0.582683,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687777,0.17936,-0.172541,-0.280207,0.579836,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687777,0.17936,-0.172541,-0.280207,0.579836,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687777,0.17936,-0.172541,-0.280207,0.579836,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687777,0.17936,-0.172541,-0.280207,0.579836,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
22,40,-1.0472,0.698132,0.174533,-0.174533,-1.0458,0.687777,0.17936,-0.172541,-0.280207,0.579836,-0.144809,-0.0597593,-0.544015,0.735267,-0.100227,0.00210664
